NPS Public Use Statistics Query Builder																									
																									
Park	Unit Code	Park Type	Region	State	Year	Month	Recreation Visits																		
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	6	1,218
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	7	1,160
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	8	1,419
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	9	835
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	10	881
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	11	869
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2018	12	1,481
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	1	110
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	2	175
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	3	257
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	4	284
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	5	1,195
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	6	1,590
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	7	1,470
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	8	1,290
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	9	970
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	10	896
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	11	908
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2019	12	1,768
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	1	333
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	2	479
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	3	130
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	4	0
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	5	0
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	6	9
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	7	287
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	8	323
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	9	341
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	10	322
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	11	134
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2020	12	48
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	1	109
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	2	123
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	3	229
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	4	298
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	5	384
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	6	910
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	7	1,128
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	8	882
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	9	690
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	10	734
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	11	261
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2021	12	814
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	1	134
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	2	110
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	3	262
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	4	524
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	5	682
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	6	850
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	7	1,191
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	8	891
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	9	618
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	10	616
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	11	232
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2022	12	1,036
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	1	234
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	2	139
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	3	345
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	4	475
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	5	1,010
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	6	1,622
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	7	1,813
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	8	1,382
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	9	931
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	10	843
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	11	1,364
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2023	12	1,029
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	1	433
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	2	742
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	3	1,164
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	4	1,923
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	5	862
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	6	1,327
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	7	1,639
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	8	1,236
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	9	924
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	10	1,250
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	11	336
First Ladies NHS	FILA	National Historic Site	Midwest 	OH	2024	12	806											
																									
																									
																									
																																					
																									
																									
																									
																									
																									
																									
																									
																									
																									
